医院,姓名,科室,评分,擅长,简介
北京协和医院,朱波,麻醉科,3.8,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。
北京协和医院,曾小峰,免疫科,3.7,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
北京协和医院,李梦涛,免疫科,3.8,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
北京协和医院,王立,免疫科,4.0,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
北京协和医院,王迁,免疫科,3.7,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
北京协和医院,吴庆军,免疫科,4.2,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
北京协和医院,张奉春,免疫科,3.7,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
北京协和医院,张文,免疫科,3.7,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
北京协和医院,赵岩,免疫科,3.8,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
北京协和医院,郑文洁,免疫科,3.7,类风湿关节炎、系统性红斑狼疮、痛风,主任医师，风湿免疫专科，在风湿免疫疾病诊治方面有丰富经验。
北京协和医院,李宏军,男科,3.8,男科常见病、多发病诊治,主任医师，男科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,曾正陪,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,金自孟,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,李梅,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,李文慧,内分泌科,3.9,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,李玉秀,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,陆召麟,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,茅江峰,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,平凡,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,童安莉,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,伍学焱,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,夏维波,内分泌科,3.9,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,邢小平,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,许岭翎,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,张化冰,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,赵维纲,内分泌科,3.8,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,朱惠娟,内分泌科,3.7,糖尿病、甲状腺疾病、骨质疏松,主任医师，内分泌科专科，在内分泌代谢疾病诊治方面有丰富经验。
北京协和医院,曾学军,普通内科,3.7,普通内科常见病、多发病诊治,主任医师，普通内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,崔丽英,神经内科,3.8,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
北京协和医院,李晓光,神经内科,3.7,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
北京协和医院,包新杰,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
北京协和医院,窦万臣,神经外科,4.0,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
北京协和医院,冯铭,神经外科,3.8,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
北京协和医院,李永宁,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
北京协和医院,连伟,神经外科,4.3,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
北京协和医院,苏长保,神经外科,3.7,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
北京协和医院,魏俊吉,神经外科,3.8,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
北京协和医院,幸兵,神经外科,3.8,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
北京协和医院,许志勤,神经外科,4.0,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
北京协和医院,姚勇,神经外科,4.1,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
北京协和医院,赵元立,神经外科,3.8,颅脑外伤、脑血管病、脑肿瘤、功能神经外科,主任医师，神经外科专科，擅长颅脑肿瘤及脑血管病的手术治疗。
北京协和医院,李雪梅,肾病内科,3.7,肾病内科常见病、多发病诊治,主任医师，肾病内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,黄宇光,疼痛科,3.9,疼痛科常见病、多发病诊治,主任医师，疼痛科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,唐帅,疼痛科,3.8,疼痛科常见病、多发病诊治,主任医师，疼痛科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,徐建青,疼痛科,3.7,疼痛科常见病、多发病诊治,主任医师，疼痛科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,张秀华,疼痛科,3.7,疼痛科常见病、多发病诊治,主任医师，疼痛科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,钱家鸣,消化内科,3.7,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
北京协和医院,孙晓红,消化内科,3.7,胃食管反流病、胃炎、消化性溃疡,主任医师，消化内科专科，在消化系统疾病诊治方面有丰富经验。
北京协和医院,洪霞,心理咨询科,3.6,心理咨询科常见病、多发病诊治,主任医师，心理咨询科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,陈端霞,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,陈未,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,程康安,心血管内科,4.4,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,丁荣晶,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,范中杰,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,方理刚,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,方全,心血管内科,3.9,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,高鹏,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,郭潇潇,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,焦溥蕙,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,倪超,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,沈珠军,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,严晓伟,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,游凯,心血管内科,3.8,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,张德利,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,张抒扬,心血管内科,3.9,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,许尚栋,心血管外科,3.6,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
北京协和医院,陈跃鑫,血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
北京协和医院,刘暴,血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
北京协和医院,叶炜,血管外科,3.7,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。
北京协和医院,于康,营养科,3.7,营养科常见病、多发病诊治,主任医师，营养科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,刘丽,正畸科,3.7,错颌畸形矫治、隐形正畸,主任医师，正畸科专科，在口腔正畸方面有丰富经验。
北京协和医院,张丁,正畸科,3.9,错颌畸形矫治、隐形正畸,主任医师，正畸科专科，在口腔正畸方面有丰富经验。
北京协和医院,宿玉成,种植科,3.7,种植科常见病、多发病诊治,主任医师，种植科专科，从事临床工作多年，具有丰富的临床经验。
北京协和医院,刘大为,重症监护室,3.7,危重症抢救治疗、多器官功能衰竭、脓毒症,主任医师，重症医学专科，在危重症救治方面有丰富经验。
北京协和医院,隆云,重症监护室,3.7,危重症抢救治疗、多器官功能衰竭、脓毒症,主任医师，重症医学专科，在危重症救治方面有丰富经验。
广东省妇幼保健院,曾可,儿科,3.9,儿童呼吸系统疾病、儿童消化系统疾病、儿童感染性疾病、儿童生长发育评估,主任医师，从事儿科临床工作多年，对儿童常见病、多发病有丰富的诊疗经验。
